audio_file|text|speaker_name|emotion_name
segments/segment_10973.wav|知道吗？|female|neutral
segments/segment_09957.wav|啊。|female|neutral
segments/segment_04520.wav|两个的肉棒都好吃。嗯，哦嗯嗯，哦。嗯嗯。哦。嗯。|female|neutral
segments/segment_04759.wav|啊。|female|neutral
segments/segment_09668.wav|我。哦。哦。|female|neutral
segments/segment_00668.wav|好爽。|female|neutral
segments/segment_05321.wav|你舒服吗？小弟弟。|female|neutral
segments/segment_03784.wav|顶的姐姐好舒服嗯。|female|neutral
segments/segment_07599.wav|又觉得好舒服啊。|female|neutral
segments/segment_11595.wav|真的好想要。|female|neutral
segments/segment_11396.wav|刺激我那里。|female|neutral
segments/segment_03660.wav|来。你给姐姐解扣子。姐姐，帮你把皮带。|female|neutral
segments/segment_00303.wav|是。|female|neutral
segments/segment_01068.wav|啊。|female|neutral
segments/segment_08598.wav|嗯。哦。哦。嗯，来。哦。|female|neutral
segments/segment_10695.wav|老公。老公，哦，啊，你操的真的好舒服啊啊。|female|neutral
segments/segment_04096.wav|哦哦。|female|neutral
segments/segment_09308.wav|是你爸让你来通知我，找个时间去民政局办离婚手续啊。|female|neutral
segments/segment_06903.wav|那你要不要也加入进去？跟他们一起干那个女人呢？想一想都觉得好刺激呢。|female|neutral
segments/segment_10778.wav|你不停的|female|neutral
segments/segment_06978.wav|嗯。|female|neutral
segments/segment_11153.wav|你答应姐姐。以后啊。不能再偷姐姐的丝袜了，|female|neutral
segments/segment_11480.wav|射出来。射出来|female|neutral
segments/segment_05153.wav|马子。|female|neutral
segments/segment_09500.wav|嗯。|female|neutral
segments/segment_09856.wav|来吧，让我看看。你是如何满足我的？|female|neutral
segments/segment_08446.wav|你们黑人的肉棒|female|neutral
segments/segment_05712.wav|老公。|female|neutral
segments/segment_10857.wav|夹住你的大肉棒。|female|neutral
segments/segment_11468.wav|都在老师的挑逗下。|female|neutral
segments/segment_06921.wav|哼。|female|neutral
segments/segment_03288.wav|滑不滑。嗯。|female|neutral
segments/segment_01839.wav|还想吃公公的精液呢，哼。|female|neutral
segments/segment_02742.wav|喷的。|female|neutral
segments/segment_11222.wav|你告诉我。|female|neutral
segments/segment_11678.wav|来。嗯。|female|neutral
segments/segment_08534.wav|从哪里闯进来的黑人呢？|female|neutral
segments/segment_06310.wav|我还是跪着的。骚穴夹不紧肉棒。我整个人都要摔下去了。|female|neutral
segments/segment_07020.wav|哦哦。|female|neutral
segments/segment_06920.wav|但他从来不知道。自己的老婆。被操爽了是什么样子？|female|neutral
segments/segment_09371.wav|我感觉到了。|female|neutral
segments/segment_10255.wav|你要是再这样。那我可要请家长了。|female|neutral
segments/segment_10187.wav|让我的水呀涂满你的大鸡巴啊。|female|neutral
segments/segment_05405.wav|啊。|female|neutral
segments/segment_05620.wav|接下来的事情啊。就全部交给我。|female|neutral
segments/segment_06454.wav|我已经都顶进去了。|female|neutral
segments/segment_07348.wav|真的好爽啊。|female|neutral
segments/segment_10866.wav|我。|female|neutral
segments/segment_01236.wav|哼。|female|neutral
segments/segment_05657.wav|和人家的小骚逼。他都变得这么湿。|female|neutral
segments/segment_03352.wav|嗯嗯。|female|neutral
segments/segment_07722.wav|讨厌死了，你怎么这么坏呀。|female|neutral
segments/segment_12364.wav|来摩擦。|female|neutral
segments/segment_08290.wav|哦，我的亲儿子。|female|neutral
segments/segment_10329.wav|是吗？你说这是生理现象，你也忍不住。|female|neutral
segments/segment_02714.wav|插屁眼儿。|female|neutral
segments/segment_07589.wav|哎呀，这样不行的。|female|neutral
segments/segment_07259.wav|这怎么行啊？这下面怎么装得下吗？|female|neutral
segments/segment_05277.wav|姐，看你的鼻子一动一动。|female|neutral
segments/segment_10509.wav|水温刚刚合适。老公。你快进来吧。|female|neutral
segments/segment_10260.wav|看你这个反应。你应该还是个处男吧。|female|neutral
segments/segment_05740.wav|又在人家的小骚逼里动起来了|female|neutral
segments/segment_01047.wav|在床右边的抽屉里。没有。|female|neutral
segments/segment_00856.wav|老公，我我我先挂了，我我这里有点事情。|female|neutral
segments/segment_08191.wav|好了，别舔了，让妈妈抱抱。|female|neutral
segments/segment_05720.wav|好舒服啊。嗯。|female|neutral
segments/segment_07583.wav|嗯，哼。|female|neutral
segments/segment_05804.wav|啊。啊。|female|neutral
segments/segment_02388.wav|嗯。|female|neutral
segments/segment_03375.wav|你看你鸡巴好狰狞啊。|female|neutral
segments/segment_01562.wav|攻击我的嘴巴，侵犯我的舌头。啊，让我流口水。|female|neutral
segments/segment_08764.wav|好难受。|female|neutral
segments/segment_05066.wav|呢。|female|neutral
segments/segment_01608.wav|啊。|female|neutral
segments/segment_03559.wav|哦。|female|neutral
segments/segment_10793.wav|哇，太爽了，我就喜欢老公|female|neutral
segments/segment_04667.wav|哦，|female|neutral
segments/segment_02754.wav|嗯。|female|neutral
segments/segment_00107.wav|哎呀|female|neutral
segments/segment_08348.wav|啊。|female|neutral
segments/segment_01740.wav|啊。|female|neutral
segments/segment_07271.wav|嗯。|female|neutral
segments/segment_02218.wav|你个坏家伙。|female|neutral
segments/segment_11228.wav|你真好。|female|neutral
segments/segment_02995.wav|要被你干的|female|neutral
segments/segment_03418.wav|嗯。一点一点的。|female|neutral
segments/segment_08744.wav|你的好穴好硬啊。|female|neutral
segments/segment_11605.wav|哼。|female|neutral
segments/segment_03470.wav|嗯，看青筋都凸出来了。|female|neutral
segments/segment_01720.wav|不顾我的感受。|female|neutral
segments/segment_00217.wav|啊，我的小骚逼。快点儿快点查起来，人家已经迫不及待了。|female|neutral
segments/segment_03488.wav|哦，啊。|female|neutral
segments/segment_06311.wav|我这样跪下。|female|neutral
segments/segment_10213.wav|你自己挪。这次啊。我要你每秒十次的撸半分钟。但是还是不可以射出来，知道吗？|female|neutral
segments/segment_02788.wav|嗯。老公，我就是个婊子。|female|neutral
segments/segment_06348.wav|从书房直接操到外面。哪怕被看到也没有关系，哼|female|neutral
segments/segment_07700.wav|那他。|female|neutral
segments/segment_00510.wav|哦。|female|neutral
segments/segment_00700.wav|好多呀。|female|neutral
segments/segment_03393.wav|你喜欢在家里玩，还是喜欢在外面玩啊？就是那样刺激呢。|female|neutral
segments/segment_04863.wav|就像是波浪一样。分别摩擦着儿子的大鸡巴。|female|neutral
segments/segment_01807.wav|轻点。越舔越多了呢。|female|neutral
segments/segment_00573.wav|主人的肉棒，这要慢慢的向我的小穴抽插。|female|neutral
segments/segment_00039.wav|天啊，都受不了了。哦。哦嗯。|female|neutral
segments/segment_11998.wav|按摩完了。时间也刚好。按的舒服吗？是吗？很舒服啊。哼。|female|neutral
segments/segment_11761.wav|可好了呢。|female|neutral
segments/segment_11342.wav|我不行。|female|neutral
segments/segment_00932.wav|嗯。|female|neutral
segments/segment_08537.wav|你是干什么的|female|neutral
segments/segment_05502.wav|就就这样。|female|neutral
segments/segment_10761.wav|我现在。把屁股撅给你。|female|neutral
segments/segment_06363.wav|哦哦哦。哦哦哦嗯。嗯嗯嗯嗯嗯嗯。|female|neutral
segments/segment_00346.wav|哦哦。哦。啊。嗯。啊。|female|neutral
segments/segment_06955.wav|嗷嗷嗷。|female|neutral
segments/segment_03405.wav|哦。哦哦。|female|neutral
segments/segment_11048.wav|舒服吗？|female|neutral
segments/segment_02319.wav|他坐在厕所的马桶上。高潮了一次。|female|neutral
segments/segment_04985.wav|既然这样。妈也要加把劲。|female|neutral
segments/segment_10855.wav|来。|female|neutral
segments/segment_03692.wav|隔着丝袜，喝姐姐的水。|female|neutral
segments/segment_06571.wav|让精液跟小狗狗的淫水混在一起嗯嗯嗯|female|neutral
segments/segment_02389.wav|你别动。|female|neutral
segments/segment_04641.wav|哦。|female|neutral
segments/segment_10949.wav|哦，哇。嗯。啊。啊。|female|neutral
segments/segment_05271.wav|小弟。|female|neutral
segments/segment_02085.wav|把我的阴唇掰开啊，用力的往里怼。啊，操死我这个骚婊子。|female|neutral
segments/segment_06775.wav|不是不妥。而是觉得意外呢？我们公司给我订的房间啊，刚好是隔壁那间。|female|neutral
segments/segment_02910.wav|你扶着我的腰就好。|female|neutral
segments/segment_00971.wav|哦，好。|female|neutral
segments/segment_11073.wav|先休息一下。等弟弟，你缓过来了。再动。|female|neutral
segments/segment_03286.wav|就把你的大肉棒吃到嘴里。感觉有点什么样的感觉。|female|neutral
segments/segment_10438.wav|你弄的老师，两只小脚上啊，都是白白黏黏的精液了。|female|neutral
segments/segment_04049.wav|真的好羞耻啊。|female|neutral
segments/segment_05840.wav|骚母狗最喜欢被你打。大浪的贱逼和屁股了。|female|neutral
segments/segment_08170.wav|热热的呢。|female|neutral
segments/segment_08643.wav|哦。我的小穴里还有别人的精液，你就立刻插起来了。哼，哦。|female|neutral
segments/segment_03449.wav|嗯。|female|neutral
segments/segment_03413.wav|蹭我的小骚逼。|female|neutral
segments/segment_04246.wav|咦。|female|neutral
segments/segment_11086.wav|你怎么了？|female|neutral
segments/segment_04407.wav|你们就是故意要看我发情。|female|neutral
segments/segment_07612.wav|啊。|female|neutral
segments/segment_04655.wav|哦哦好爽哦哦|female|neutral
segments/segment_09569.wav|鞋里面的丝袜已经不见了。这个|female|neutral
segments/segment_01683.wav|就不让你碰我了。|female|neutral
segments/segment_09296.wav|嗯，哼。|female|neutral
segments/segment_01427.wav|你们一直都在操人家的屁眼。|female|neutral
segments/segment_06085.wav|真的射的他妈的好爽啊。|female|neutral
segments/segment_11098.wav|姐姐是姐姐，是骚货还不行吗？|female|neutral
segments/segment_11250.wav|插进来吧。你。|female|neutral
segments/segment_02254.wav|你不是刚刚还很难过吗？|female|neutral
segments/segment_02685.wav|咱们。再来一点风油精。听说这个东西特别刺激啊。|female|neutral
segments/segment_01964.wav|你让我休息一会儿。|female|neutral
segments/segment_07130.wav|小女子。啊，全部。|female|neutral
segments/segment_01965.wav|以后。|female|neutral
segments/segment_02069.wav|夹紧骚逼。|female|neutral
segments/segment_02375.wav|裤子被他脱下了。|female|neutral
segments/segment_12346.wav|嗯。|female|neutral
segments/segment_02366.wav|想要我嗯。|female|neutral
segments/segment_02677.wav|啊，我今天喷的好多。哦，喷的好多啊。|female|neutral
segments/segment_03128.wav|我不行了，我要高潮了。|female|neutral
segments/segment_04610.wav|啊。|female|neutral
segments/segment_09297.wav|耶。|female|neutral
segments/segment_09563.wav|啊。|female|neutral
segments/segment_03838.wav|撅起来屁股的话。总感觉跳蛋。|female|neutral
segments/segment_05733.wav|人家的小骚逼里还很敏感呢。等等|female|neutral
segments/segment_09830.wav|嗯。|female|neutral
segments/segment_00210.wav|看你老婆的小屁股。|female|neutral
segments/segment_08878.wav|巴里了嗯。|female|neutral
segments/segment_04710.wav|嗯。|female|neutral
segments/segment_00651.wav|好刺激啊。|female|neutral
segments/segment_10564.wav|啊。|female|neutral
segments/segment_03295.wav|果冻好好吃哦。沾上你的前列腺液以后就更好吃了。|female|neutral
segments/segment_10142.wav|西西舔的好舒服呀。|female|neutral
segments/segment_06192.wav|啊。|female|neutral
segments/segment_03529.wav|羞死人了。|female|neutral
segments/segment_08790.wav|嗯，|female|neutral
segments/segment_07433.wav|大王啊。小女子的小穴。还很痒呢。|female|neutral
segments/segment_07821.wav|啊啊啊。。|female|neutral
segments/segment_10691.wav|啊。|female|neutral
segments/segment_09050.wav|小白。|female|neutral
segments/segment_05087.wav|小色狼。你的眼睛怎么往人家的裤裆看呀？|female|neutral
segments/segment_10666.wav|嗯，你非要什么料酒？|female|neutral
segments/segment_00484.wav|射了好多好多的精液，在我的喉咙里呢。|female|neutral
segments/segment_11288.wav|你的嘴巴呢？|female|neutral
segments/segment_03016.wav|我不去撒谎。|female|neutral
segments/segment_00398.wav|好不好呀？那。|female|neutral
segments/segment_03355.wav|啊。|female|neutral
segments/segment_00908.wav|哦，你个小混蛋。|female|neutral
segments/segment_03000.wav|快快。射射射射|female|neutral
segments/segment_00592.wav|真的是太刺激了。|female|neutral
segments/segment_09701.wav|干什么呢？糊弄人呢？|female|neutral
segments/segment_08885.wav|小白。|female|neutral
segments/segment_06505.wav|好的。|female|neutral
segments/segment_07838.wav|被儿子一边舔腋下|female|neutral
segments/segment_12428.wav|你说。。|female|neutral
segments/segment_03946.wav|骚母狗给操坏了嗯。|female|neutral
segments/segment_12085.wav|嗯。不要。|female|neutral
segments/segment_12348.wav|哦哦。|female|neutral
segments/segment_02633.wav|哦，对呀。|female|neutral
segments/segment_11698.wav|哦哦哦哦哦哦哦。|female|neutral
segments/segment_07669.wav|你到底喜欢干嘛？|female|neutral
segments/segment_00764.wav|啊。|female|neutral
segments/segment_04793.wav|那最后再把这一堆大奶子好好洗一下呢。|female|neutral
segments/segment_00582.wav|嗯，是主人的肉棒大。|female|neutral
segments/segment_03851.wav|你的宠物狗已经把骚屁眼撅起来了。|female|neutral
segments/segment_01579.wav|就让我的手。|female|neutral
segments/segment_03297.wav|哦。|female|neutral
segments/segment_05421.wav|真是讨厌啊。|female|neutral
segments/segment_08670.wav|啊。不行我的小穴真的容纳不下两个肉棒？|female|neutral
segments/segment_02522.wav|嗯。|female|neutral
segments/segment_01739.wav|哦，我就要漏尿了。|female|neutral
segments/segment_08627.wav|你再快一点啊啊啊。我看见小小的屁屁都在抖动啊。|female|neutral
segments/segment_05651.wav|全部撑开了呢。|female|neutral
segments/segment_04730.wav|好不好？|female|neutral
segments/segment_04342.wav|你的手摸到我的小穴了。|female|neutral
segments/segment_10284.wav|哎。|female|neutral
segments/segment_06338.wav|被进入的太深了|female|neutral
segments/segment_10766.wav|讨厌啊|female|neutral
segments/segment_03728.wav|这会儿才值得道歉呀。晚了。心疼姐姐呀。|female|neutral
segments/segment_05042.wav|儿子，妈妈的小穴好痒。一点也受不了了。|female|neutral
segments/segment_11725.wav|啊。二四。哦。|female|neutral
segments/segment_08956.wav|我。哦。哦。哦。哦。|female|neutral
segments/segment_11373.wav|不停的摩擦你的肉棒。|female|neutral
segments/segment_08167.wav|妈妈里面的黑丝。性不性感啊。|female|neutral
segments/segment_05584.wav|你怎么突然舔的那么快？哎呀，哦。嗯。嗯。|female|neutral
segments/segment_05537.wav|嘘嘘肉肉的舒服感觉呢？|female|neutral
segments/segment_04295.wav|啊。|female|neutral
segments/segment_10590.wav|啊。啊。啊|female|neutral
segments/segment_03492.wav|嗯。|female|neutral
segments/segment_09284.wav|新老公操死我操死我这个贱货。|female|neutral
segments/segment_12164.wav|嗯嗯嗯。|female|neutral
segments/segment_02435.wav|啊，好啊。|female|neutral
segments/segment_05538.wav|嗯。|female|neutral
segments/segment_05665.wav|原来是更|female|neutral
segments/segment_01350.wav|声音。|female|neutral
segments/segment_01883.wav|你儿子。不经常操，我骚逼，没有被操松。|female|neutral
segments/segment_09636.wav|啊。|female|neutral
segments/segment_06086.wav|啊。|female|neutral
segments/segment_07283.wav|啊。啊，大王。总算是到了。|female|neutral
segments/segment_11504.wav|来。|female|neutral
segments/segment_01188.wav|害的人家。在老公面前。|female|neutral
segments/segment_12209.wav|哦哦哦哦哦哦。啊，怎么了？|female|neutral
segments/segment_02216.wav|臭弟弟。这把怎么变得比刚才还硬了？|female|neutral
segments/segment_01516.wav|不过。|female|neutral
segments/segment_10145.wav|我坐上来了。|female|neutral
segments/segment_04618.wav|嗯，对。|female|neutral
segments/segment_10458.wav|老师的脚怎么能做出那么多诱良的动作来呢？|female|neutral
segments/segment_07834.wav|哎呦，妈的小穴给儿子随便操？|female|neutral
segments/segment_04341.wav|嗯嗯。|female|neutral
segments/segment_10088.wav|说我骚。|female|neutral
segments/segment_11026.wav|搞得人家也非常兴奋啊。|female|neutral
segments/segment_09486.wav|盖在|female|neutral
segments/segment_06676.wav|舒服死了，操我操我哦，对|female|neutral
segments/segment_02666.wav|哈。|female|neutral
segments/segment_01496.wav|呢。|female|neutral
segments/segment_06258.wav|啊。嗯嗯。|female|neutral
segments/segment_02391.wav|你不能这样。|female|neutral
segments/segment_04119.wav|哦，我显得。|female|neutral
segments/segment_04960.wav|别。|female|neutral
segments/segment_01433.wav|还要我怎么样？你才肯操人家的小穴呢？|female|neutral
segments/segment_07770.wav|哼。|female|neutral
segments/segment_02183.wav|你轻点。啊，轻点儿。|female|neutral
segments/segment_05865.wav|啊啊，坏主人。母狗的屁股刚刚被主人打的真他妈的爽死了。啊，屁眼都打的流水了呢。|female|neutral
segments/segment_01434.wav|嗯。嗯。啊，啊，啊。|female|neutral
segments/segment_02684.wav|啊。|female|neutral
segments/segment_08064.wav|哦，天哪？这种快感。|female|neutral
segments/segment_00248.wav|操死我这个小骚逼。|female|neutral
segments/segment_03794.wav|好烫啊。|female|neutral
segments/segment_11585.wav|嗯。|female|neutral
segments/segment_10217.wav|你坚持下来了呢。虽然手都在抖呢。|female|neutral
segments/segment_00562.wav|你不要这样突然挺进来吗？|female|neutral
segments/segment_10790.wav|往里插|female|neutral
segments/segment_08715.wav|导演。|female|neutral
segments/segment_08278.wav|嗯。|female|neutral
segments/segment_10483.wav|哼。|female|neutral
segments/segment_11716.wav|变便的哥哥。|female|neutral
segments/segment_00914.wav|不许接。|female|neutral
segments/segment_08991.wav|嗯。|female|neutral
segments/segment_10471.wav|嗯。嗯。|female|neutral
segments/segment_10151.wav|在小梅身体里面。|female|neutral
segments/segment_01923.wav|腿好软的。|female|neutral
segments/segment_01358.wav|弄散架了。|female|neutral
segments/segment_03038.wav|你。|female|neutral
segments/segment_00862.wav|好舒服啊。哼。不要紧呀。|female|neutral
segments/segment_12219.wav|搞得我都不敢使劲坐下去了。|female|neutral
segments/segment_08301.wav|好的，好。|female|neutral
segments/segment_04007.wav|哦嗯哦。|female|neutral
segments/segment_10164.wav|西西想怎么样？小梅以后都会陪你的。我们还要结婚。|female|neutral
segments/segment_01320.wav|嗯。啊，啊，啊，哦。嗯。啊，啊，啊，哦。嗯。|female|neutral
segments/segment_08084.wav|小张啊，小张。|female|neutral
segments/segment_06741.wav|干脆我拉着孟总。到你面前他好了。这样你就放心了。|female|neutral
segments/segment_04894.wav|那就是这样。|female|neutral
segments/segment_10951.wav|嗯，真的好浓郁啊。|female|neutral
segments/segment_00180.wav|你的骚老婆|female|neutral
segments/segment_05265.wav|啊，好。|female|neutral
segments/segment_02145.wav|来。|female|neutral
segments/segment_05961.wav|我就是爱吃屎的。还要喝主人。|female|neutral
segments/segment_03222.wav|嗯，小骚屁眼。|female|neutral
segments/segment_03745.wav|插姐姐的小穴。|female|neutral
segments/segment_12069.wav|什么呀？|female|neutral
segments/segment_07136.wav|小女子一脸。|female|neutral
segments/segment_02328.wav|哦。|female|neutral
segments/segment_04083.wav|是不是？|female|neutral
segments/segment_03698.wav|用嘴把你的大肉棒吃到喉咙口。|female|neutral
segments/segment_06098.wav|要我亲手来脱你的裤子。|female|neutral
segments/segment_11339.wav|你想要用你的肉棒，好好的摩擦，我的丝袜脚。|female|neutral
segments/segment_03204.wav|嗯。|female|neutral
segments/segment_08972.wav|哦。|female|neutral
segments/segment_04122.wav|快点来。|female|neutral
segments/segment_09835.wav|你个死废物。|female|neutral
segments/segment_01210.wav|哦。|female|neutral
segments/segment_06114.wav|要吃不进去了。|female|neutral
segments/segment_05616.wav|老公。|female|neutral
segments/segment_00900.wav|啊，混蛋操你妈的，你个混蛋嗯。|female|neutral
segments/segment_03474.wav|嗯，你射给妍妍，好不好？|female|neutral
segments/segment_05062.wav|你说姐姐像苏妲己吗？|female|neutral
segments/segment_06429.wav|哎。|female|neutral
segments/segment_12416.wav|哦。啊，哇，啊。|female|neutral
segments/segment_01793.wav|你都六十岁了。肉棒。竟然还这么坚挺。|female|neutral
segments/segment_01701.wav|别抽插|female|neutral
segments/segment_03366.wav|嗯。|female|neutral
segments/segment_08093.wav|哎。哎呀。|female|neutral
segments/segment_00092.wav|嗯，对。|female|neutral
segments/segment_07306.wav|就已经把小女子教训的服服帖帖了。|female|neutral
segments/segment_04981.wav|马眼里流出来的粘液。越来越多了。|female|neutral
segments/segment_10432.wav|老师最听话的小狗狗来射出来。来射出来，都射到老师的小脚上。|female|neutral
segments/segment_07627.wav|好爽呀。|female|neutral
segments/segment_11084.wav|啊，弟弟。|female|neutral
segments/segment_08283.wav|嗯。|female|neutral
segments/segment_01457.wav|啊，那婷婷。妈妈。他妈妈现在不能陪你。|female|neutral
segments/segment_03207.wav|啊，这。啊。嗯。|female|neutral
segments/segment_08351.wav|嗯。|female|neutral
segments/segment_05155.wav|鸡巴。|female|neutral
segments/segment_04156.wav|嗯。|female|neutral
segments/segment_11317.wav|这声音是。啊。|female|neutral
segments/segment_10612.wav|就温柔一点啊。|female|neutral
segments/segment_01084.wav|你放肆的|female|neutral
segments/segment_07007.wav|啊啊啊，老公。|female|neutral
segments/segment_07566.wav|长得那么丑。玩儿的花样还不少。|female|neutral
segments/segment_08344.wav|哎。|female|neutral
segments/segment_12445.wav|真的好狼狈啊。我想把左脚的长筒靴也脱了。|female|neutral
segments/segment_10865.wav|弄的你。心满意足为止。|female|neutral
segments/segment_04317.wav|您好，您的餐齐了，请您慢用。|female|neutral
segments/segment_08521.wav|是。|female|neutral
segments/segment_05168.wav|哎。|female|neutral
segments/segment_10759.wav|我下来了。|female|neutral
segments/segment_06334.wav|抬起来，再这么猛|female|neutral
segments/segment_03033.wav|直接把裙子。掀起来就好了。|female|neutral
segments/segment_03958.wav|小穴里塞满跳蛋屁眼里放肉棒。快快点哈，老公想什么时候操，就什么时候操。|female|neutral
segments/segment_00408.wav|我约好和隔壁的哥哥出去玩呢。|female|neutral
segments/segment_06341.wav|哦哦？|female|neutral
segments/segment_01650.wav|像这个。啊，贴在老公那儿。|female|neutral
segments/segment_04439.wav|嗯。哦。|female|neutral
segments/segment_10316.wav|哎，|female|neutral
