audio_path,text
segments/segment_002362.wav,我爽死了，大鸡巴往里插，使劲插。
segments/segment_003196.wav,再靠近一点儿。让人家。再把你的肉棒。清理的更干净啊。
segments/segment_000899.wav,嗯。
segments/segment_005082.wav,谁又来玩弄啊？谁又背玩弄啊？大声的回答我。
segments/segment_003590.wav,射进来好不好嗯。嗯嗯，我想要你
segments/segment_002433.wav,啊。
segments/segment_005598.wav,握在手里。感觉像是一个铁棒似的。
segments/segment_000783.wav,老公，你的鸡巴变得好热。
segments/segment_006195.wav,啊。二四。哦。
segments/segment_005567.wav,那。
segments/segment_002429.wav,才没有心
segments/segment_005433.wav,都跟着一起胀起来了呢。
segments/segment_006045.wav,我在用舌尖熏着你的马眼缝。
segments/segment_004365.wav,好热呀。把衣服全脱了吧。
segments/segment_003737.wav,嗷嗷嗷嗷嗷。
segments/segment_004765.wav,哦，天哪，你越来越快了。就是这样。
segments/segment_003968.wav,大王要不你先解开小女子吧。
segments/segment_004836.wav,我我不知道他们为什么今天。我回去前在我家。
segments/segment_003726.wav,被被两个大人夹在中间，同时操呢。真的是太刺激了。
segments/segment_005251.wav,啊，插进来了。很舒服，小贱奴。
segments/segment_000464.wav,啊。嗯，你说什么？
segments/segment_000967.wav,受不了了。哎呀。我说。我给您生孙子。
segments/segment_001940.wav,要干嘛呀？我是你姐姐呀。你这样做是不对的，你快点把手拿开。
segments/segment_002495.wav,我要被你顶的说不出话来了。
segments/segment_001214.wav,啊，快把我操拍。
segments/segment_005801.wav,嗯。你是不是？
segments/segment_005600.wav,乳房都被你揉成什么形状啊，色色的？
segments/segment_003457.wav,哦哦哦。
segments/segment_001055.wav,啊嗷嗷嗷嗷。
segments/segment_003016.wav,就让人家再吃一次你的肉棒。
segments/segment_004429.wav,又丰满呢。嗯。
segments/segment_001075.wav,哦，我好喜欢。
segments/segment_002937.wav,嗯。告诉姐姐，你喜欢操逼吗？
segments/segment_003532.wav,老公你看在我舔的还卖力的份上，
segments/segment_006218.wav,怎么样？这汤。好喝吗？
segments/segment_001048.wav,好爽。要被顶坏掉了啊啊。
segments/segment_000437.wav,没有没有的事情。
segments/segment_005975.wav,今天他很早就来了，放下书包就出去了。好行，我知道了啊。
segments/segment_006455.wav,好香。也不要再掏
segments/segment_001050.wav,儿媳妇的屁眼，屁眼好撑啊。
segments/segment_002254.wav,听不出我话里有话吗？你快点继续。
segments/segment_000395.wav,不过。你不要乱动才行啊。
segments/segment_001337.wav,啊啊啊，你也喜欢干姐姐，对不对？
segments/segment_001287.wav,干我。嗯，哼。
segments/segment_001039.wav,还坐在你的旁边，给你爸爸舔屁眼呢。
segments/segment_000881.wav,今天的饭我烧的还好吃吗？
segments/segment_000451.wav,啊啊，小天老公你好厉害哦哦。
segments/segment_006443.wav,你的手。也好湿。
segments/segment_006430.wav,就是你的狗鸡巴操的。
segments/segment_005491.wav,怎么样啊？你不是想射精吗？射出来呀。
segments/segment_003965.wav,嗯，这个。
segments/segment_003048.wav,呢嗯。哦哦。
segments/segment_000776.wav,哎呀。
segments/segment_001320.wav,啊。
segments/segment_005835.wav,什么？还是想要射进我的身体里呀？
segments/segment_003187.wav,你又在小鱼的肚子里生了好多呢。
segments/segment_000145.wav,操我操我。
segments/segment_001925.wav,啊。哇。
segments/segment_001709.wav,不要，我不要去这样坐在你的腰上。撑起。
segments/segment_004898.wav,我要被你们操的散架了，一点力气都没有了。
segments/segment_001974.wav,嗯。
segments/segment_004675.wav,天哪？嗯，你们在
segments/segment_001835.wav,还得让妍妍舔你的屁眼，再吃一下你的屁眼。
segments/segment_003912.wav,大王，有多远啊。
segments/segment_002506.wav,哦。
segments/segment_001190.wav,我要尿了。啊啊，大鸡巴老公，求你了。你把我。放下来。
segments/segment_000067.wav,完全不一样呢。
segments/segment_003676.wav,看来我老公。今天。很有兴致呢。
segments/segment_005180.wav,不过。我就是喜欢你这么贱的。
segments/segment_001098.wav,我快要被小龙给操死了。
segments/segment_000117.wav,你在操我，在办公室里面做爱，还是非常有感觉的。
segments/segment_006099.wav,只不过是跳蛋而已。老娘，用这个爽的时候，你还在玩泥巴呢。
segments/segment_000024.wav,哦，哦。
segments/segment_004406.wav,你看看。我哪里不是你妈妈了。
segments/segment_006398.wav,我好硬啊。姐要坐下去了。
segments/segment_000146.wav,可以说它的特产非常的美味呢。看了。
segments/segment_004640.wav,好喜欢这种感觉呀啊这种感觉好奇怪。
segments/segment_000130.wav,我操。
segments/segment_002419.wav,什么？
segments/segment_000537.wav,在床右边的抽屉里。没有。
segments/segment_001699.wav,干嘛呢。啊。哎，
segments/segment_000176.wav,你射了好多进来呀。又暖又烫的。
segments/segment_001740.wav,你好厉害。
segments/segment_000334.wav,好刺激啊。
segments/segment_005129.wav,看看他今天会干什么吧。我先假装洗个澡。
segments/segment_000703.wav,你们一直都在操人家的屁眼。
segments/segment_001700.wav,被前辈。抱在怀里。小穴里还紧紧插着大肉棒。这样来回走的
segments/segment_003866.wav,可是这样的话。
segments/segment_004551.wav,这始终插不进去。你很着急，对吧？
segments/segment_000001.wav,啊。哦，再加强一个档。哦。
segments/segment_002109.wav,你的宠物狗已经把骚屁眼撅起来了。
segments/segment_002772.wav,怎么办呢？这样一会儿出去。
segments/segment_002468.wav,那些都是公司安排的。不是那样的。嗯。
segments/segment_004340.wav,我脸红吗？
segments/segment_000729.wav,屁眼里的可乐瓶。
segments/segment_000072.wav,你看。
segments/segment_004942.wav,好，老妈知道了啊。你先回房间复习一下功课。
segments/segment_004209.wav,啊啊啊。小穴越来越舒服了。
segments/segment_005188.wav,就踩烂你的狗头。
segments/segment_003975.wav,啊，大王。想必在当今武林界。
segments/segment_001504.wav,嗯。老公，我就是个婊子。
segments/segment_002441.wav,别们那里了。
segments/segment_003814.wav,嗷嗷嗷嗷，老公，操死我，老公，操我。
segments/segment_003829.wav,小女子知错了。
segments/segment_002125.wav,哎，姐姐问问你啊。比起你小时候吃妈妈的奶，感觉怎么样啊啊？
segments/segment_005184.wav,什么？不知道。
segments/segment_005860.wav,哦，哦。
segments/segment_002629.wav,小穴好舒服啊。
segments/segment_004862.wav,为什么？你们吃了壮阳药。
segments/segment_005824.wav,直接给你乳交。也会让你很舒服的呢。
segments/segment_001930.wav,啊。射了好多啊，对。看我的嘴里。
segments/segment_002463.wav,不是。
segments/segment_002675.wav,干着大奶子。
segments/segment_004953.wav,但是这个傻逼面狠狠的把我的臭逼操烂。
segments/segment_003450.wav,你真的好坏啊。你就坐在这里享受。
segments/segment_000824.wav,像这个。啊，贴在老公那儿。
segments/segment_004796.wav,啊，
segments/segment_000978.wav,儿媳的腰我就要被你操断。
segments/segment_005817.wav,我刚才还以为呀。我的低胸装。
segments/segment_003294.wav,操呢啊来嘛
segments/segment_000862.wav,不骗你。啊，你再这样下去。啊，我就。
segments/segment_000216.wav,我我是主人下贱的性奴。
segments/segment_001830.wav,好痒好舒服啊。
segments/segment_004263.wav,哦哦哦。
segments/segment_002409.wav,不要。我我不要相信。不要。
segments/segment_006320.wav,小弟。我洗完后你再洗。
segments/segment_003028.wav,你的舌头在人家的小骚逼上划来划去的。
segments/segment_003663.wav,老公。
segments/segment_004855.wav,哼我就要被你们顶的身子骨都要散架子了，真的。
segments/segment_006436.wav,这个粗粗的。又硬硬的东西。啊
segments/segment_004797.wav,哎，小强，你的眼好厉害
segments/segment_001178.wav,啊啊啊，要被你操尿了。
segments/segment_004041.wav,啊啊啊，人家感觉要飘
segments/segment_006417.wav,啊。呃，是不是？喜欢我在这么。这么的在你耳边叫啊啊？
segments/segment_001005.wav,嗯。啊啊啊啊啊。
segments/segment_004755.wav,不下妆。我的妆都花了。
segments/segment_002733.wav,丁字裤一下子都勒进屁股里面了。好难受。
segments/segment_003984.wav,啊。他是武林中地位的头一档吗？
segments/segment_000327.wav,哈。好爽。
segments/segment_004681.wav,怎么能为了拍摄效果？就找两个黑人强奸我呢。
segments/segment_000500.wav,飞船开始向遥远的地球返航。
segments/segment_000742.wav,嗯。嗯。
segments/segment_002258.wav,你们黑人的鸡巴，是不是都这么大呀。
segments/segment_004799.wav,啊，小强啊，小强，你玩我的奶子好不好？我的奶子也很好玩的啊，给你给你。
segments/segment_003046.wav,开人家的屁股。嗯。
segments/segment_005472.wav,好了。现在。就开始撸起你的狗棒棒吧。
segments/segment_000272.wav,哦。哦。
segments/segment_003437.wav,我不行了。啊，穴要喷
segments/segment_005673.wav,老公。老公，哦，啊，你操的真的好舒服啊啊。
segments/segment_000652.wav,肚子。肚子会被你们精液撑大的。
segments/segment_003216.wav,是主人，让我知道做狗有多快乐多他妈爽的。
segments/segment_001517.wav,舔他们又骚又臭的大鸡巴。
segments/segment_002034.wav,啊，弟弟看到了吗？啊，姐姐的丝袜脚上。
segments/segment_003148.wav,老公。啊。
segments/segment_005249.wav,捏着下流的鸡巴。顶在我的小穴上呢。
segments/segment_005065.wav,用你的大肉棒抽插我的肉穴。
segments/segment_002482.wav,啊，感觉小穴的内壁都
segments/segment_002664.wav,这样就干净多了。嗯，然后再清理一下鸡巴两侧的地方就好了。
segments/segment_002310.wav,啊，好多淫水流下来了。
segments/segment_000638.wav,婷婷乖。自己去睡觉啊。妈妈还要继续跟叔叔做按摩呢。
segments/segment_005173.wav,狗是怎么叫的？叫给我听。就给我听。
segments/segment_006345.wav,是啊。我都
segments/segment_001784.wav,嗯，太好吃了。嗯。
segments/segment_000031.wav,对。
segments/segment_002081.wav,都要被弟弟的精液烫坏了。
segments/segment_003617.wav,把我的整个身体都操软了。
segments/segment_005240.wav,好吧，反正闲着也是闲着。本女王还真是有兴趣儿和你试一试。
segments/segment_001535.wav,插死我往里插。往里插。
segments/segment_000477.wav,啊，您问我找您有什么事情啊？
segments/segment_001037.wav,你知道吗？那你老婆现在呀？就求着你爸爸的大鸡巴给我精液呢。
segments/segment_001605.wav,感觉可以插入的。再深一些了。
segments/segment_003576.wav,老老公公的的肉棒
segments/segment_005846.wav,真是的，怎么二话不说，就这么激烈了啊。
segments/segment_002975.wav,这胸肌。
segments/segment_003424.wav,我好久没有这么满足过了。
segments/segment_001155.wav,啊，现在心情好点了没有？
segments/segment_003534.wav,你的这对大蛋蛋。感觉像是沾了妈妈的精液呢。
segments/segment_001499.wav,嗯。我的腿劈的好开呀。
segments/segment_000958.wav,我的大鸡巴公公好快。哦。啊，啊，啊。
segments/segment_001197.wav,谁说人家喜欢呢？
segments/segment_001918.wav,嗯。
segments/segment_000383.wav,这双丝袜。从昨天开始就没有换过。本来想着下午回去换的。
segments/segment_001415.wav,一边舔我的屁眼。啊，一边用手。
segments/segment_000412.wav,你怎么能用你的东西？去摩擦老师的那里呢。是吗？
segments/segment_001367.wav,嗯。
segments/segment_000674.wav,那那你晚上再说吧。
segments/segment_004095.wav,好，我还是先看看我的练气术吧。
segments/segment_005360.wav,总换着法子爽我。
segments/segment_005227.wav,你看你这下流的贱样儿。
segments/segment_003938.wav,请你把上面的阴蒂。你也挠一挠好吗？头好痒啊。
segments/segment_001898.wav,啊。嗯。嗯啊。嗯。
segments/segment_004258.wav,喜欢，喜欢。很喜欢，感觉好刺激。
segments/segment_003275.wav,对于美奴来说。主人刚拉的新鲜屎
segments/segment_003154.wav,对。好舒服。嗯。你在里面。
segments/segment_003620.wav,哦
segments/segment_003953.wav,就这么一整根插进去。
segments/segment_006514.wav,真的好狼狈啊。我想把左脚的长筒靴也脱了。
segments/segment_006266.wav,好，行。对。你你的龟头已经。
segments/segment_002108.wav,嗯，姐姐。试试吧。
segments/segment_000939.wav,对，哦，你的鸡巴好厉害啊。
segments/segment_006372.wav,嗯嗯嗯。
segments/segment_004955.wav,我操你妈的，你看到了没有啊？
segments/segment_001087.wav,我不就喜欢你用大鸡巴操。我。
segments/segment_005687.wav,在人家的小穴里面搅动。
segments/segment_001654.wav,不是。不是为了长这么大奶子勾引同事的。
segments/segment_003235.wav,啊，母狗的屁眼舒不舒服呀。
segments/segment_002775.wav,想要插进妈妈的小穴吗？
segments/segment_001211.wav,啊啊啊。操我。操我。哦哦哦
segments/segment_000833.wav,老公啊。你应该。还可以继续的吧。
segments/segment_002802.wav,好的。
segments/segment_005414.wav,你会更兴奋吗？
segments/segment_000924.wav,啊，好多。全都射进喉咙里了。
segments/segment_003550.wav,啊。啊。啊。感觉好刺激啊。
segments/segment_003051.wav,得了吗？
segments/segment_004091.wav,您感觉怎么样啊？
segments/segment_003648.wav,啊啊，老公，我好爱你呀，啊啊，你
segments/segment_005785.wav,看我用脚趾来回的拨弄你的大龟头
segments/segment_001597.wav,在菊花这里。就这么放一会儿
segments/segment_003356.wav,你不要捏我的乳头吗？太痒了。求你了。
segments/segment_005394.wav,里面都是瑞的精液。
segments/segment_003560.wav,害得我差点露馅呢。
segments/segment_000151.wav,话说。他送这个特产呀。还真是美味呢。
segments/segment_002243.wav,一点空隙都没有了。哼。
segments/segment_005489.wav,要射了是吗？啊
segments/segment_002078.wav,操我，操操我操我，射进来，射进来，射进来。
segments/segment_001330.wav,不行啊。你不能射在里面。
segments/segment_005294.wav,抱抱我。
segments/segment_004779.wav,你再操。再操的深一点。
segments/segment_003493.wav,操我操我操我。啊啊啊啊啊。嗯嗯嗯。嗯。嗯
segments/segment_001096.wav,啊，怎么老公。我感觉你好像很兴奋啊啊。
segments/segment_002556.wav,我的男朋友在你们面前一比啊。就是个没有用的废物，哼。
segments/segment_004248.wav,啊啊啊
segments/segment_002486.wav,不行了，我又受不了，我要来了。
segments/segment_005960.wav,就这样，射进来射进来。
segments/segment_002669.wav,用这个软软的。白白的大奶子。加住了。你的鸡巴。
segments/segment_005212.wav,有你好受的。好了，要开始了啊。
segments/segment_004890.wav,哦哦。嗯。嗯
segments/segment_000250.wav,主人，你快关掉。太羞耻了。
segments/segment_004397.wav,啊。因为妈妈
segments/segment_005061.wav,你的下面吧。哇。
segments/segment_004728.wav,没有，小郑，你凭这么说吗？
segments/segment_003526.wav,我不是说了吗？你不要拔出来呀。
segments/segment_006425.wav,用力，小弟，对。
segments/segment_001688.wav,啊，继续舔。你继续舔。我要高潮了。前辈的舌头好爽啊。
segments/segment_006272.wav,嗯。嗯，哼。
segments/segment_005870.wav,啊，弟弟。他就是这样。再激烈一点。再用力一些
segments/segment_001756.wav,嗯。
segments/segment_002889.wav,那你试着用手指。插进去。感觉一下。
segments/segment_005644.wav,真的好舒服啊。
segments/segment_003314.wav,哦哦。
segments/segment_001868.wav,我喜欢后入式啊。
segments/segment_003353.wav,讨厌的领导成天就知道欺负人。莫名其妙的让加班一大堆不属于我的工作。
segments/segment_001976.wav,姐姐现在真的要被你干坏掉了。
segments/segment_004815.wav,天哪？你看我的小穴。很多喷到小白你的肉棒上。
segments/segment_006475.wav,你把精液。都射到我的小穴里了。
segments/segment_000224.wav,用燕儿伸出小舌头，舔一舔主人的马眼。
segments/segment_001343.wav,谢谢你。哎，弟弟。我也知道你的心意。
segments/segment_002149.wav,葡萄挤爆在子宫里面了。
segments/segment_004513.wav,不是很渴望吗？
segments/segment_005595.wav,你要是再这样。我要开始反击了啊。
segments/segment_000162.wav,把你最近对生活上的不满。
segments/segment_006426.wav,什么，要姐在你耳边说脏话给你听啊，好啊，来。
segments/segment_000882.wav,您吃的高兴就好。
segments/segment_005365.wav,我对谢谢你的爱。全都到了瑞的身上。
segments/segment_000054.wav,虽然我是纪委书记。
segments/segment_004178.wav,呵哼。啊。
segments/segment_004300.wav,儿子。你快出来呀。你想干嘛呀？以后别的老师进来看见了成什么样子啊？
segments/segment_000078.wav,哇。
segments/segment_003815.wav,哎。
segments/segment_001893.wav,嗯。嗯。嗯。
segments/segment_005091.wav,呵呵。
segments/segment_004483.wav,顶进妈妈的子宫嗯。
segments/segment_006017.wav,你别乱动。我说你下面别乱动。
segments/segment_002374.wav,又一个黑人爸爸的精液。
segments/segment_003517.wav,还是不太习惯你的尺寸呢？
segments/segment_005919.wav,就打我。
segments/segment_000654.wav,那个。
segments/segment_004305.wav,已你舔到妈妈的阴蒂了。
segments/segment_004707.wav,我的小穴都要被你撑烂了。
segments/segment_005402.wav,西西再忍一忍。
segments/segment_004727.wav,好舒服。嗯嗯。
segments/segment_004442.wav,先闻闻。有没有乳香？
segments/segment_004489.wav,啊。啊。
segments/segment_002992.wav,你这样一下一下的。都要顶到小鱼的喉咙里去了。
segments/segment_004514.wav,果然是黑人呢？连乳头都是黑色的。
segments/segment_002114.wav,嗯。嗯。嗯。阿。感觉。
segments/segment_002605.wav,嗯。哦，哦。哇。
segments/segment_001024.wav,我被公公你玩的奶子，还玩的又骚起来了。
segments/segment_004304.wav,嗯，嘿，你好听话呀。
segments/segment_003189.wav,老公。你放心吧。小鱼，今天是安全期啦。
segments/segment_002018.wav,你来。倒着。
segments/segment_002141.wav,你不要这么突然的插进来了。
segments/segment_006333.wav,可能是生完孩子的女人都这样吧。
segments/segment_002611.wav,啊。
segments/segment_003091.wav,像你这么粗大坚挺的肉棒。
segments/segment_000202.wav,我约好和隔壁的哥哥出去玩呢。
segments/segment_004535.wav,喜欢吗？
segments/segment_001760.wav,啊，这。啊。嗯。
segments/segment_003075.wav,你这样舔着人家要高潮了。
segments/segment_005726.wav,啊，啊，哦。我天哪，每一下
segments/segment_000686.wav,嗯，你后休息一下吧。我真的。
segments/segment_002927.wav,那是你的鸡巴头，在姐姐的逼唇上操出来的。
segments/segment_004845.wav,啊啊。
segments/segment_002546.wav,你们身上的味道好重啊。
segments/segment_003319.wav,fuck。哦。哦。哦。哦。好舒服呀。啊，爸爸，主人。
segments/segment_001919.wav,嗯。嗯。啊。
segments/segment_002069.wav,哦哦。
segments/segment_005594.wav,你酒喝多了，下手没轻没重的。都说了，让你轻一点了。
segments/segment_004366.wav,奶罩和内裤也穿这么保守啊。亏他还是个模特儿。
segments/segment_003996.wav,哦。再往下三等就是大王了。
segments/segment_004325.wav,我天哪？你看妈妈的淫水。
segments/segment_000532.wav,以后啊。以后也要再一次。我好好的开心一下。
segments/segment_003442.wav,你看。哦哦。嗯。
segments/segment_003894.wav,那小女子的小名声。
segments/segment_004080.wav,嗷嗷，天啦。顶的小女子的花蕊都要裂开了。
segments/segment_003707.wav,老公。你要不。要不你和同事多玩一会儿吧。
segments/segment_002129.wav,谢谢弟弟主人的恩典。姐姐会用奶子。
segments/segment_002724.wav,那就像这样的儿子，你的精液。啊，都舔开净。
segments/segment_003195.wav,精液真的好美味啊。
segments/segment_004229.wav,天再快一点，你看妈的腋下都被你的唾液滋润的越来越敏感光滑。
segments/segment_004759.wav,那人家就是因为你夹的太舒服了吗
segments/segment_002196.wav,然后啊塞住精液。
segments/segment_004561.wav,那口鼻子上全是你今天的味道。
segments/segment_005980.wav,要好好调逗他一下，让他快点射出来。
segments/segment_004439.wav,你想吃奶奶呀？
segments/segment_006435.wav,我刚才不小心打到这儿了。
segments/segment_002543.wav,完全不可能这么对我的。
segments/segment_001249.wav,好不好？啊。
segments/segment_001186.wav,你怎么还在哭啊啊？
segments/segment_001843.wav,啊。啊。妍妍舔屁眼舔的舒服吗？
segments/segment_005384.wav,内裤到丝袜
segments/segment_003909.wav,不行了，我得先睡一会儿了。
segments/segment_005340.wav,瑞特别持久。光前戏。就能玩小梅一个多小时呢？
segments/segment_000773.wav,到时候。咱们的孩子喝不完。多余的奶水就给老公喝。
segments/segment_002466.wav,我没有换太奶子勾引你们。
segments/segment_001861.wav,妍妍喜欢在公共场合玩，咱们可以去楼道里。
segments/segment_002512.wav,我的小穴里真的好烫。慢一点。
segments/segment_006212.wav,好了好了啊。
segments/segment_000377.wav,小天，我刚才说的局长。
segments/segment_005368.wav,我不能丢下你走。
segments/segment_005732.wav,感觉就要高潮，哦。
segments/segment_005155.wav,润滑油凉凉的。龟头大大的。
segments/segment_001084.wav,嗯。
segments/segment_004587.wav,杰克。
segments/segment_002323.wav,啊，哦哦。哦。
segments/segment_005743.wav,我都感觉到人家的淫水啊。
segments/segment_003858.wav,贾大人。贾大人把你的精华
segments/segment_001339.wav,啊，你射的我一脸。
segments/segment_000424.wav,我要忍不住叫出来了。好哼。
segments/segment_003980.wav,您就给小女子讲一讲嘛。
segments/segment_003546.wav,哎，要我用奶子给你按摩。
segments/segment_005946.wav,啊，我的小穴真的好舒服。
